epoch;loss;lr;val_loss
0;1.084319829940796;0.01;1.0677316188812256
1;1.0838574171066284;0.01;1.0675690174102783
2;1.0838605165481567;0.01;1.0681722164154053
3;1.0774486064910889;0.0031599998;1.0683069229125977
4;1.0761266946792603;0.00099856;1.0682663917541504
5;1.0757943391799927;0.00031554495;1.0674042701721191
6;1.0758049488067627;0.00031554495;1.0670981407165527
7;1.0758161544799805;0.00031554495;1.0671043395996094
8;1.0756856203079224;9.9712204e-05;1.0672104358673096
9;1.0756491422653198;3.150906e-05;1.0671159029006958
